"Date","Country","Continent","PopulationCategory","Status","Color","Type","Value"
2022-06-21,"Chad",1,2,"Fatal","#202226","Cumulative Count",193
2022-06-21,"Chad",1,2,"Fatal","#202226","Cumulative % of Population",0.0013353629004359
2022-06-21,"Chad",1,2,"Fatal","#202226","New Cases",0
2022-06-21,"Chad",1,2,"Fatal","#202226","New Cases per 10,000",0
2022-06-20,"Chad",1,2,"Fatal","#202226","Cumulative Count",193
2022-06-20,"Chad",1,2,"Fatal","#202226","Cumulative % of Population",0.0013353629004359
2022-06-20,"Chad",1,2,"Fatal","#202226","New Cases",0
2022-06-20,"Chad",1,2,"Fatal","#202226","New Cases per 10,000",0
2022-06-19,"Chad",1,2,"Fatal","#202226","Cumulative Count",193
2022-06-19,"Chad",1,2,"Fatal","#202226","Cumulative % of Population",0.0013353629004359
2022-06-19,"Chad",1,2,"Fatal","#202226","New Cases",0
2022-06-19,"Chad",1,2,"Fatal","#202226","New Cases per 10,000",0
2022-06-18,"Chad",1,2,"Fatal","#202226","Cumulative Count",193
2022-06-18,"Chad",1,2,"Fatal","#202226","Cumulative % of Population",0.0013353629004359
2022-06-18,"Chad",1,2,"Fatal","#202226","New Cases",0
2022-06-18,"Chad",1,2,"Fatal","#202226","New Cases per 10,000",0
2022-06-17,"Chad",1,2,"Fatal","#202226","Cumulative Count",193
2022-06-17,"Chad",1,2,"Fatal","#202226","Cumulative % of Population",0.0013353629004359
2022-06-17,"Chad",1,2,"Fatal","#202226","New Cases",0
2022-06-17,"Chad",1,2,"Fatal","#202226","New Cases per 10,000",0
2022-06-16,"Chad",1,2,"Fatal","#202226","Cumulative Count",193
2022-06-16,"Chad",1,2,"Fatal","#202226","Cumulative % of Population",0.0013353629004359
2022-06-16,"Chad",1,2,"Fatal","#202226","New Cases",0
2022-06-16,"Chad",1,2,"Fatal","#202226","New Cases per 10,000",0
2022-06-15,"Chad",1,2,"Fatal","#202226","Cumulative Count",193
2022-06-15,"Chad",1,2,"Fatal","#202226","Cumulative % of Population",0.0013353629004359
2022-06-15,"Chad",1,2,"Fatal","#202226","New Cases",0
2022-06-15,"Chad",1,2,"Fatal","#202226","New Cases per 10,000",0
2022-06-14,"Chad",1,2,"Fatal","#202226","Cumulative Count",193
2022-06-14,"Chad",1,2,"Fatal","#202226","Cumulative % of Population",0.0013353629004359
2022-06-14,"Chad",1,2,"Fatal","#202226","New Cases",0
2022-06-14,"Chad",1,2,"Fatal","#202226","New Cases per 10,000",0
2022-06-13,"Chad",1,2,"Fatal","#202226","Cumulative Count",193
2022-06-13,"Chad",1,2,"Fatal","#202226","Cumulative % of Population",0.0013353629004359
2022-06-13,"Chad",1,2,"Fatal","#202226","New Cases",0
2022-06-13,"Chad",1,2,"Fatal","#202226","New Cases per 10,000",0
2022-06-12,"Chad",1,2,"Fatal","#202226","Cumulative Count",193
2022-06-12,"Chad",1,2,"Fatal","#202226","Cumulative % of Population",0.0013353629004359
2022-06-12,"Chad",1,2,"Fatal","#202226","New Cases",0
2022-06-12,"Chad",1,2,"Fatal","#202226","New Cases per 10,000",0
2022-06-11,"Chad",1,2,"Fatal","#202226","Cumulative Count",193
2022-06-11,"Chad",1,2,"Fatal","#202226","Cumulative % of Population",0.0013353629004359
2022-06-11,"Chad",1,2,"Fatal","#202226","New Cases",0
2022-06-11,"Chad",1,2,"Fatal","#202226","New Cases per 10,000",0
2022-06-10,"Chad",1,2,"Fatal","#202226","Cumulative Count",193
2022-06-10,"Chad",1,2,"Fatal","#202226","Cumulative % of Population",0.0013353629004359
2022-06-10,"Chad",1,2,"Fatal","#202226","New Cases",0
2022-06-10,"Chad",1,2,"Fatal","#202226","New Cases per 10,000",0
2022-06-09,"Chad",1,2,"Fatal","#202226","Cumulative Count",193
2022-06-09,"Chad",1,2,"Fatal","#202226","Cumulative % of Population",0.0013353629004359
2022-06-09,"Chad",1,2,"Fatal","#202226","New Cases",0
2022-06-09,"Chad",1,2,"Fatal","#202226","New Cases per 10,000",0
2022-06-08,"Chad",1,2,"Fatal","#202226","Cumulative Count",193
2022-06-08,"Chad",1,2,"Fatal","#202226","Cumulative % of Population",0.0013353629004359
2022-06-08,"Chad",1,2,"Fatal","#202226","New Cases",0
2022-06-08,"Chad",1,2,"Fatal","#202226","New Cases per 10,000",0
2022-06-07,"Chad",1,2,"Fatal","#202226","Cumulative Count",193
2022-06-07,"Chad",1,2,"Fatal","#202226","Cumulative % of Population",0.0013353629004359
2022-06-07,"Chad",1,2,"Fatal","#202226","New Cases",0
2022-06-07,"Chad",1,2,"Fatal","#202226","New Cases per 10,000",0
2022-06-06,"Chad",1,2,"Fatal","#202226","Cumulative Count",193
2022-06-06,"Chad",1,2,"Fatal","#202226","Cumulative % of Population",0.0013353629004359
2022-06-06,"Chad",1,2,"Fatal","#202226","New Cases",0
2022-06-06,"Chad",1,2,"Fatal","#202226","New Cases per 10,000",0
2022-07-05,"Chile",6,2,"Confirmed","#D6604D","Cumulative Count",4035379
2022-07-05,"Chile",6,2,"Confirmed","#D6604D","Cumulative % of Population",22.5314293690676
2022-07-05,"Chile",6,2,"Confirmed","#D6604D","New Cases",5112
2022-07-05,"Chile",6,2,"Confirmed","#D6604D","New Cases per 10,000",2.85427135678392
2022-07-04,"Chile",6,2,"Confirmed","#D6604D","Cumulative Count",4030267
2022-07-04,"Chile",6,2,"Confirmed","#D6604D","Cumulative % of Population",22.5028866554997
2022-07-04,"Chile",6,2,"Confirmed","#D6604D","New Cases",6570
2022-07-04,"Chile",6,2,"Confirmed","#D6604D","New Cases per 10,000",3.66834170854271
2022-07-03,"Chile",6,2,"Confirmed","#D6604D","Cumulative Count",4023697
2022-07-03,"Chile",6,2,"Confirmed","#D6604D","Cumulative % of Population",22.4662032384143
2022-07-03,"Chile",6,2,"Confirmed","#D6604D","New Cases",9794
2022-07-03,"Chile",6,2,"Confirmed","#D6604D","New Cases per 10,000",5.46845337800112
2022-07-02,"Chile",6,2,"Confirmed","#D6604D","Cumulative Count",4013903
2022-07-02,"Chile",6,2,"Confirmed","#D6604D","Cumulative % of Population",22.4115187046343
2022-07-02,"Chile",6,2,"Confirmed","#D6604D","New Cases",11365
2022-07-02,"Chile",6,2,"Confirmed","#D6604D","New Cases per 10,000",6.34561697375768
2022-07-01,"Chile",6,2,"Confirmed","#D6604D","Cumulative Count",4002538
2022-07-01,"Chile",6,2,"Confirmed","#D6604D","Cumulative % of Population",22.3480625348967
2022-07-01,"Chile",6,2,"Confirmed","#D6604D","New Cases",11845
2022-07-01,"Chile",6,2,"Confirmed","#D6604D","New Cases per 10,000",6.61362367392518
2022-06-30,"Chile",6,2,"Confirmed","#D6604D","Cumulative Count",3990693
2022-06-30,"Chile",6,2,"Confirmed","#D6604D","Cumulative % of Population",22.2819262981575
2022-06-30,"Chile",6,2,"Confirmed","#D6604D","New Cases",10896
2022-06-30,"Chile",6,2,"Confirmed","#D6604D","New Cases per 10,000",6.08375209380235
2022-06-29,"Chile",6,2,"Confirmed","#D6604D","Cumulative Count",3979797
2022-06-29,"Chile",6,2,"Confirmed","#D6604D","Cumulative % of Population",22.2210887772194
2022-06-29,"Chile",6,2,"Confirmed","#D6604D","New Cases",6506
2022-06-29,"Chile",6,2,"Confirmed","#D6604D","New Cases per 10,000",3.63260748185371
2022-06-28,"Chile",6,2,"Confirmed","#D6604D","Cumulative Count",3973291
2022-06-28,"Chile",6,2,"Confirmed","#D6604D","Cumulative % of Population",22.1847627024009
2022-06-28,"Chile",6,2,"Confirmed","#D6604D","New Cases",5517
2022-06-28,"Chile",6,2,"Confirmed","#D6604D","New Cases per 10,000",3.08040201005025
2022-06-27,"Chile",6,2,"Confirmed","#D6604D","Cumulative Count",3967774
2022-06-27,"Chile",6,2,"Confirmed","#D6604D","Cumulative % of Population",22.1539586823004
2022-06-27,"Chile",6,2,"Confirmed","#D6604D","New Cases",8449
2022-06-27,"Chile",6,2,"Confirmed","#D6604D","New Cases per 10,000",4.71747627024009
2022-06-26,"Chile",6,2,"Confirmed","#D6604D","Cumulative Count",3959325
2022-06-26,"Chile",6,2,"Confirmed","#D6604D","Cumulative % of Population",22.106783919598
2022-06-26,"Chile",6,2,"Confirmed","#D6604D","New Cases",11313
2022-06-26,"Chile",6,2,"Confirmed","#D6604D","New Cases per 10,000",6.31658291457286
2022-06-25,"Chile",6,2,"Confirmed","#D6604D","Cumulative Count",3948012
2022-06-25,"Chile",6,2,"Confirmed","#D6604D","Cumulative % of Population",22.0436180904523
2022-06-25,"Chile",6,2,"Confirmed","#D6604D","New Cases",12637
2022-06-25,"Chile",6,2,"Confirmed","#D6604D","New Cases per 10,000",7.05583472920156
2022-06-24,"Chile",6,2,"Confirmed","#D6604D","Cumulative Count",3935375
2022-06-24,"Chile",6,2,"Confirmed","#D6604D","Cumulative % of Population",21.9730597431602
2022-06-24,"Chile",6,2,"Confirmed","#D6604D","New Cases",11128
2022-06-24,"Chile",6,2,"Confirmed","#D6604D","New Cases per 10,000",6.21328866554997
2022-06-23,"Chile",6,2,"Confirmed","#D6604D","Cumulative Count",3924247
2022-06-23,"Chile",6,2,"Confirmed","#D6604D","Cumulative % of Population",21.9109268565047
2022-06-23,"Chile",6,2,"Confirmed","#D6604D","New Cases",8594
2022-06-23,"Chile",6,2,"Confirmed","#D6604D","New Cases per 10,000",4.79843662758236
2022-06-22,"Chile",6,2,"Confirmed","#D6604D","Cumulative Count",3915653
2022-06-22,"Chile",6,2,"Confirmed","#D6604D","Cumulative % of Population",21.8629424902289
2022-06-22,"Chile",6,2,"Confirmed","#D6604D","New Cases",9546
2022-06-22,"Chile",6,2,"Confirmed","#D6604D","New Cases per 10,000",5.32998324958124
2022-06-21,"Chile",6,2,"Confirmed","#D6604D","Cumulative Count",3906107
2022-06-21,"Chile",6,2,"Confirmed","#D6604D","Cumulative % of Population",21.8096426577331
2022-06-21,"Chile",6,2,"Confirmed","#D6604D","New Cases",4892
2022-06-21,"Chile",6,2,"Confirmed","#D6604D","New Cases per 10,000",2.73143495254048
2022-06-20,"Chile",6,2,"Confirmed","#D6604D","Cumulative Count",3901215
2022-06-20,"Chile",6,2,"Confirmed","#D6604D","Cumulative % of Population",21.7823283082077
2022-06-20,"Chile",6,2,"Confirmed","#D6604D","New Cases",7489
2022-06-20,"Chile",6,2,"Confirmed","#D6604D","New Cases per 10,000",4.18146286990508
2022-06-19,"Chile",6,2,"Confirmed","#D6604D","Cumulative Count",3893726
2022-06-19,"Chile",6,2,"Confirmed","#D6604D","Cumulative % of Population",21.7405136795087
2022-06-19,"Chile",6,2,"Confirmed","#D6604D","New Cases",11301
2022-06-19,"Chile",6,2,"Confirmed","#D6604D","New Cases per 10,000",6.30988274706868
2022-06-18,"Chile",6,2,"Confirmed","#D6604D","Cumulative Count",3882425
2022-06-18,"Chile",6,2,"Confirmed","#D6604D","Cumulative % of Population",21.677414852038
2022-06-18,"Chile",6,2,"Confirmed","#D6604D","New Cases",11678
2022-06-18,"Chile",6,2,"Confirmed","#D6604D","New Cases per 10,000",6.52037967615857
2022-06-17,"Chile",6,2,"Confirmed","#D6604D","Cumulative Count",3870747
2022-06-17,"Chile",6,2,"Confirmed","#D6604D","Cumulative % of Population",21.6122110552764
2022-06-17,"Chile",6,2,"Confirmed","#D6604D","New Cases",13104
2022-06-17,"Chile",6,2,"Confirmed","#D6604D","New Cases per 10,000",7.31658291457286
2022-06-16,"Chile",6,2,"Confirmed","#D6604D","Cumulative Count",3857643
2022-06-16,"Chile",6,2,"Confirmed","#D6604D","Cumulative % of Population",21.5390452261307
2022-06-16,"Chile",6,2,"Confirmed","#D6604D","New Cases",12975
2022-06-16,"Chile",6,2,"Confirmed","#D6604D","New Cases per 10,000",7.24455611390285
2022-06-15,"Chile",6,2,"Confirmed","#D6604D","Cumulative Count",3844668
2022-06-15,"Chile",6,2,"Confirmed","#D6604D","Cumulative % of Population",21.4665996649916
2022-06-15,"Chile",6,2,"Confirmed","#D6604D","New Cases",10648
2022-06-15,"Chile",6,2,"Confirmed","#D6604D","New Cases per 10,000",5.94528196538247
2022-06-14,"Chile",6,2,"Confirmed","#D6604D","Cumulative Count",3834020
2022-06-14,"Chile",6,2,"Confirmed","#D6604D","Cumulative % of Population",21.4071468453378
2022-06-14,"Chile",6,2,"Confirmed","#D6604D","New Cases",4901
2022-06-14,"Chile",6,2,"Confirmed","#D6604D","New Cases per 10,000",2.73646007816862
2022-06-13,"Chile",6,2,"Confirmed","#D6604D","Cumulative Count",3829119
2022-06-13,"Chile",6,2,"Confirmed","#D6604D","Cumulative % of Population",21.3797822445561
2022-06-13,"Chile",6,2,"Confirmed","#D6604D","New Cases",9110
2022-06-13,"Chile",6,2,"Confirmed","#D6604D","New Cases per 10,000",5.08654383026242
2022-06-12,"Chile",6,2,"Confirmed","#D6604D","Cumulative Count",3820009
2022-06-12,"Chile",6,2,"Confirmed","#D6604D","Cumulative % of Population",21.3289168062535
2022-06-12,"Chile",6,2,"Confirmed","#D6604D","New Cases",11039
2022-06-12,"Chile",6,2,"Confirmed","#D6604D","New Cases per 10,000",6.16359575656058
2022-06-11,"Chile",6,2,"Confirmed","#D6604D","Cumulative Count",3808970
2022-06-11,"Chile",6,2,"Confirmed","#D6604D","Cumulative % of Population",21.2672808486879
2022-06-11,"Chile",6,2,"Confirmed","#D6604D","New Cases",12061
2022-06-11,"Chile",6,2,"Confirmed","#D6604D","New Cases per 10,000",6.73422668900056
2022-06-10,"Chile",6,2,"Confirmed","#D6604D","Cumulative Count",3796909
2022-06-10,"Chile",6,2,"Confirmed","#D6604D","Cumulative % of Population",21.1999385817979
2022-06-10,"Chile",6,2,"Confirmed","#D6604D","New Cases",12964
2022-06-10,"Chile",6,2,"Confirmed","#D6604D","New Cases per 10,000",7.23841429369068
2022-06-09,"Chile",6,2,"Confirmed","#D6604D","Cumulative Count",3783945
2022-06-09,"Chile",6,2,"Confirmed","#D6604D","Cumulative % of Population",21.127554438861
2022-06-09,"Chile",6,2,"Confirmed","#D6604D","New Cases",12436
2022-06-09,"Chile",6,2,"Confirmed","#D6604D","New Cases per 10,000",6.94360692350642
2022-06-08,"Chile",6,2,"Confirmed","#D6604D","Cumulative Count",3771509
2022-06-08,"Chile",6,2,"Confirmed","#D6604D","Cumulative % of Population",21.0581183696259
2022-06-08,"Chile",6,2,"Confirmed","#D6604D","New Cases",10618
2022-06-08,"Chile",6,2,"Confirmed","#D6604D","New Cases per 10,000",5.928531546622
2022-06-07,"Chile",6,2,"Confirmed","#D6604D","Cumulative Count",3760891
2022-06-07,"Chile",6,2,"Confirmed","#D6604D","Cumulative % of Population",20.9988330541597
2022-06-07,"Chile",6,2,"Confirmed","#D6604D","New Cases",4671
2022-06-07,"Chile",6,2,"Confirmed","#D6604D","New Cases per 10,000",2.60804020100502
2022-06-06,"Chile",6,2,"Confirmed","#D6604D","Cumulative Count",3756220
2022-06-06,"Chile",6,2,"Confirmed","#D6604D","Cumulative % of Population",20.9727526521496
2022-06-06,"Chile",6,2,"Confirmed","#D6604D","New Cases",7601
2022-06-06,"Chile",6,2,"Confirmed","#D6604D","New Cases per 10,000",4.24399776661083
2022-07-05,"Chile",6,2,"Fatal","#202226","Cumulative Count",58631
2022-07-05,"Chile",6,2,"Fatal","#202226","Cumulative % of Population",0.327364600781686
2022-07-05,"Chile",6,2,"Fatal","#202226","New Cases",14
2022-07-05,"Chile",6,2,"Fatal","#202226","New Cases per 10,000",0.00781686208821887
2022-07-04,"Chile",6,2,"Fatal","#202226","Cumulative Count",58617
2022-07-04,"Chile",6,2,"Fatal","#202226","Cumulative % of Population",0.327286432160804
2022-07-04,"Chile",6,2,"Fatal","#202226","New Cases",28
2022-07-04,"Chile",6,2,"Fatal","#202226","New Cases per 10,000",0.0156337241764377
2022-07-03,"Chile",6,2,"Fatal","#202226","Cumulative Count",58589
2022-07-03,"Chile",6,2,"Fatal","#202226","Cumulative % of Population",0.32713009491904
2022-07-03,"Chile",6,2,"Fatal","#202226","New Cases",26
2022-07-03,"Chile",6,2,"Fatal","#202226","New Cases per 10,000",0.0145170295924065
2022-07-02,"Chile",6,2,"Fatal","#202226","Cumulative Count",58563
2022-07-02,"Chile",6,2,"Fatal","#202226","Cumulative % of Population",0.326984924623116
2022-07-02,"Chile",6,2,"Fatal","#202226","New Cases",38
2022-07-02,"Chile",6,2,"Fatal","#202226","New Cases per 10,000",0.0212171970965941
2022-07-01,"Chile",6,2,"Fatal","#202226","Cumulative Count",58525
2022-07-01,"Chile",6,2,"Fatal","#202226","Cumulative % of Population",0.32677275265215
2022-07-01,"Chile",6,2,"Fatal","#202226","New Cases",46
2022-07-01,"Chile",6,2,"Fatal","#202226","New Cases per 10,000",0.0256839754327191
2022-06-30,"Chile",6,2,"Fatal","#202226","Cumulative Count",58479
2022-06-30,"Chile",6,2,"Fatal","#202226","Cumulative % of Population",0.326515912897822
2022-06-30,"Chile",6,2,"Fatal","#202226","New Cases",12
2022-06-30,"Chile",6,2,"Fatal","#202226","New Cases per 10,000",0.0067001675041876
2022-06-29,"Chile",6,2,"Fatal","#202226","Cumulative Count",58467
2022-06-29,"Chile",6,2,"Fatal","#202226","Cumulative % of Population",0.326448911222781
2022-06-29,"Chile",6,2,"Fatal","#202226","New Cases",8
2022-06-29,"Chile",6,2,"Fatal","#202226","New Cases per 10,000",0.00446677833612507
2022-06-28,"Chile",6,2,"Fatal","#202226","Cumulative Count",58459
2022-06-28,"Chile",6,2,"Fatal","#202226","Cumulative % of Population",0.326404243439419
2022-06-28,"Chile",6,2,"Fatal","#202226","New Cases",14
2022-06-28,"Chile",6,2,"Fatal","#202226","New Cases per 10,000",0.00781686208821887
2022-06-27,"Chile",6,2,"Fatal","#202226","Cumulative Count",58445
2022-06-27,"Chile",6,2,"Fatal","#202226","Cumulative % of Population",0.326326074818537
2022-06-27,"Chile",6,2,"Fatal","#202226","New Cases",29
2022-06-27,"Chile",6,2,"Fatal","#202226","New Cases per 10,000",0.0161920714684534
2022-06-26,"Chile",6,2,"Fatal","#202226","Cumulative Count",58416
2022-06-26,"Chile",6,2,"Fatal","#202226","Cumulative % of Population",0.326164154103853
2022-06-26,"Chile",6,2,"Fatal","#202226","New Cases",31
2022-06-26,"Chile",6,2,"Fatal","#202226","New Cases per 10,000",0.0173087660524846
2022-06-25,"Chile",6,2,"Fatal","#202226","Cumulative Count",58385
2022-06-25,"Chile",6,2,"Fatal","#202226","Cumulative % of Population",0.325991066443328
2022-06-25,"Chile",6,2,"Fatal","#202226","New Cases",39
2022-06-25,"Chile",6,2,"Fatal","#202226","New Cases per 10,000",0.0217755443886097
2022-06-24,"Chile",6,2,"Fatal","#202226","Cumulative Count",58346
2022-06-24,"Chile",6,2,"Fatal","#202226","Cumulative % of Population",0.325773310999442
2022-06-24,"Chile",6,2,"Fatal","#202226","New Cases",11
2022-06-24,"Chile",6,2,"Fatal","#202226","New Cases per 10,000",0.00614182021217197
2022-06-23,"Chile",6,2,"Fatal","#202226","Cumulative Count",58335
2022-06-23,"Chile",6,2,"Fatal","#202226","Cumulative % of Population",0.32571189279732
2022-06-23,"Chile",6,2,"Fatal","#202226","New Cases",39
2022-06-23,"Chile",6,2,"Fatal","#202226","New Cases per 10,000",0.0217755443886097
2022-06-22,"Chile",6,2,"Fatal","#202226","Cumulative Count",58296
2022-06-22,"Chile",6,2,"Fatal","#202226","Cumulative % of Population",0.325494137353434
2022-06-22,"Chile",6,2,"Fatal","#202226","New Cases",10
2022-06-22,"Chile",6,2,"Fatal","#202226","New Cases per 10,000",0.00558347292015634
2022-06-21,"Chile",6,2,"Fatal","#202226","Cumulative Count",58286
2022-06-21,"Chile",6,2,"Fatal","#202226","Cumulative % of Population",0.325438302624232
2022-06-21,"Chile",6,2,"Fatal","#202226","New Cases",9
2022-06-21,"Chile",6,2,"Fatal","#202226","New Cases per 10,000",0.0050251256281407
2022-06-20,"Chile",6,2,"Fatal","#202226","Cumulative Count",58277
2022-06-20,"Chile",6,2,"Fatal","#202226","Cumulative % of Population",0.325388051367951
2022-06-20,"Chile",6,2,"Fatal","#202226","New Cases",26
2022-06-20,"Chile",6,2,"Fatal","#202226","New Cases per 10,000",0.0145170295924065
2022-06-19,"Chile",6,2,"Fatal","#202226","Cumulative Count",58251
2022-06-19,"Chile",6,2,"Fatal","#202226","Cumulative % of Population",0.325242881072027
2022-06-19,"Chile",6,2,"Fatal","#202226","New Cases",25
2022-06-19,"Chile",6,2,"Fatal","#202226","New Cases per 10,000",0.0139586823003908
2022-06-18,"Chile",6,2,"Fatal","#202226","Cumulative Count",58226
2022-06-18,"Chile",6,2,"Fatal","#202226","Cumulative % of Population",0.325103294249023
2022-06-18,"Chile",6,2,"Fatal","#202226","New Cases",32
2022-06-18,"Chile",6,2,"Fatal","#202226","New Cases per 10,000",0.0178671133445003
2022-06-17,"Chile",6,2,"Fatal","#202226","Cumulative Count",58194
2022-06-17,"Chile",6,2,"Fatal","#202226","Cumulative % of Population",0.324924623115578
2022-06-17,"Chile",6,2,"Fatal","#202226","New Cases",23
2022-06-17,"Chile",6,2,"Fatal","#202226","New Cases per 10,000",0.0128419877163596
2022-06-16,"Chile",6,2,"Fatal","#202226","Cumulative Count",58171
2022-06-16,"Chile",6,2,"Fatal","#202226","Cumulative % of Population",0.324796203238414
2022-06-16,"Chile",6,2,"Fatal","#202226","New Cases",36
2022-06-16,"Chile",6,2,"Fatal","#202226","New Cases per 10,000",0.0201005025125628
2022-06-15,"Chile",6,2,"Fatal","#202226","Cumulative Count",58135
2022-06-15,"Chile",6,2,"Fatal","#202226","Cumulative % of Population",0.324595198213289
2022-06-15,"Chile",6,2,"Fatal","#202226","New Cases",16
2022-06-15,"Chile",6,2,"Fatal","#202226","New Cases per 10,000",0.00893355667225014
2022-06-14,"Chile",6,2,"Fatal","#202226","Cumulative Count",58119
2022-06-14,"Chile",6,2,"Fatal","#202226","Cumulative % of Population",0.324505862646566
2022-06-14,"Chile",6,2,"Fatal","#202226","New Cases",10
2022-06-14,"Chile",6,2,"Fatal","#202226","New Cases per 10,000",0.00558347292015634
2022-06-13,"Chile",6,2,"Fatal","#202226","Cumulative Count",58109
2022-06-13,"Chile",6,2,"Fatal","#202226","Cumulative % of Population",0.324450027917365
2022-06-13,"Chile",6,2,"Fatal","#202226","New Cases",14
2022-06-13,"Chile",6,2,"Fatal","#202226","New Cases per 10,000",0.00781686208821887
2022-06-12,"Chile",6,2,"Fatal","#202226","Cumulative Count",58095
2022-06-12,"Chile",6,2,"Fatal","#202226","Cumulative % of Population",0.324371859296482
2022-06-12,"Chile",6,2,"Fatal","#202226","New Cases",19
2022-06-12,"Chile",6,2,"Fatal","#202226","New Cases per 10,000",0.010608598548297
2022-06-11,"Chile",6,2,"Fatal","#202226","Cumulative Count",58076
2022-06-11,"Chile",6,2,"Fatal","#202226","Cumulative % of Population",0.324265773310999
2022-06-11,"Chile",6,2,"Fatal","#202226","New Cases",22
2022-06-11,"Chile",6,2,"Fatal","#202226","New Cases per 10,000",0.0122836404243439
2022-06-10,"Chile",6,2,"Fatal","#202226","Cumulative Count",58054
2022-06-10,"Chile",6,2,"Fatal","#202226","Cumulative % of Population",0.324142936906756
2022-06-10,"Chile",6,2,"Fatal","#202226","New Cases",18
2022-06-10,"Chile",6,2,"Fatal","#202226","New Cases per 10,000",0.0100502512562814
2022-06-09,"Chile",6,2,"Fatal","#202226","Cumulative Count",58036
2022-06-09,"Chile",6,2,"Fatal","#202226","Cumulative % of Population",0.324042434394193
2022-06-09,"Chile",6,2,"Fatal","#202226","New Cases",31
2022-06-09,"Chile",6,2,"Fatal","#202226","New Cases per 10,000",0.0173087660524846
2022-06-08,"Chile",6,2,"Fatal","#202226","Cumulative Count",58005
2022-06-08,"Chile",6,2,"Fatal","#202226","Cumulative % of Population",0.323869346733668
2022-06-08,"Chile",6,2,"Fatal","#202226","New Cases",8
2022-06-08,"Chile",6,2,"Fatal","#202226","New Cases per 10,000",0.00446677833612507
2022-06-07,"Chile",6,2,"Fatal","#202226","Cumulative Count",57997
2022-06-07,"Chile",6,2,"Fatal","#202226","Cumulative % of Population",0.323824678950307
2022-06-07,"Chile",6,2,"Fatal","#202226","New Cases",6
2022-06-07,"Chile",6,2,"Fatal","#202226","New Cases per 10,000",0.0033500837520938
2022-06-06,"Chile",6,2,"Fatal","#202226","Cumulative Count",57991
2022-06-06,"Chile",6,2,"Fatal","#202226","Cumulative % of Population",0.323791178112786
2022-06-06,"Chile",6,2,"Fatal","#202226","New Cases",18
2022-06-06,"Chile",6,2,"Fatal","#202226","New Cases per 10,000",0.0100502512562814
2022-07-05,"China",2,1,"Confirmed","#D6604D","Cumulative Count",2147330
2022-07-05,"China",2,1,"Confirmed","#D6604D","Cumulative % of Population",0.152140228068995
2022-07-05,"China",2,1,"Confirmed","#D6604D","New Cases",2764
2022-07-05,"China",2,1,"Confirmed","#D6604D","New Cases per 10,000",0.0195831842512656
2022-07-04,"China",2,1,"Confirmed","#D6604D","Cumulative Count",2144566
2022-07-04,"China",2,1,"Confirmed","#D6604D","Cumulative % of Population",0.151944396226482
2022-07-04,"China",2,1,"Confirmed","#D6604D","New Cases",2350
2022-07-04,"China",2,1,"Confirmed","#D6604D","New Cases per 10,000",0.016649957666597
2022-07-03,"China",2,1,"Confirmed","#D6604D","Cumulative Count",2142216
2022-07-03,"China",2,1,"Confirmed","#D6604D","Cumulative % of Population",0.151777896649816
2022-07-03,"China",2,1,"Confirmed","#D6604D","New Cases",2297
2022-07-03,"China",2,1,"Confirmed","#D6604D","New Cases per 10,000",0.0162744479830525
2022-07-02,"China",2,1,"Confirmed","#D6604D","Cumulative Count",2139919
2022-07-02,"China",2,1,"Confirmed","#D6604D","Cumulative % of Population",0.151615152169985
2022-07-02,"China",2,1,"Confirmed","#D6604D","New Cases",2750
2022-07-02,"China",2,1,"Confirmed","#D6604D","New Cases per 10,000",0.0194839930141029
2022-07-01,"China",2,1,"Confirmed","#D6604D","Cumulative Count",2137169
2022-07-01,"China",2,1,"Confirmed","#D6604D","Cumulative % of Population",0.151420312239844
2022-07-01,"China",2,1,"Confirmed","#D6604D","New Cases",2451
2022-07-01,"China",2,1,"Confirmed","#D6604D","New Cases per 10,000",0.0173655515918422
2022-06-30,"China",2,1,"Confirmed","#D6604D","Cumulative Count",2134718
2022-06-30,"China",2,1,"Confirmed","#D6604D","Cumulative % of Population",0.151246656723926
2022-06-30,"China",2,1,"Confirmed","#D6604D","New Cases",2528
2022-06-30,"China",2,1,"Confirmed","#D6604D","New Cases per 10,000",0.0179111033962371
2022-06-29,"China",2,1,"Confirmed","#D6604D","Cumulative Count",2132190
2022-06-29,"China",2,1,"Confirmed","#D6604D","Cumulative % of Population",0.151067545689964
2022-06-29,"China",2,1,"Confirmed","#D6604D","New Cases",2157
2022-06-29,"China",2,1,"Confirmed","#D6604D","New Cases per 10,000",0.0152825356114254
2022-06-28,"China",2,1,"Confirmed","#D6604D","Cumulative Count",2130033
2022-06-28,"China",2,1,"Confirmed","#D6604D","Cumulative % of Population",0.150914720333849
2022-06-28,"China",2,1,"Confirmed","#D6604D","New Cases",1808
2022-06-28,"China",2,1,"Confirmed","#D6604D","New Cases per 10,000",0.0128098397707265
2022-06-27,"China",2,1,"Confirmed","#D6604D","Cumulative Count",2128225
2022-06-27,"China",2,1,"Confirmed","#D6604D","Cumulative % of Population",0.150786621936142
2022-06-27,"China",2,1,"Confirmed","#D6604D","New Cases",1992
2022-06-27,"China",2,1,"Confirmed","#D6604D","New Cases per 10,000",0.0141134960305792
2022-06-26,"China",2,1,"Confirmed","#D6604D","Cumulative Count",2126233
2022-06-26,"China",2,1,"Confirmed","#D6604D","Cumulative % of Population",0.150645486975836
2022-06-26,"China",2,1,"Confirmed","#D6604D","New Cases",2024
